LConfiguration,LTerm,LTerm (atlas),LJ,LLevel,UConfiguration,UTerm,UTerm (atlas),UJ,ULevel,Wavelength,log gf (DREAM),gf (DREAM),gf (atlas),A DREAM,A atlas,CF,Disagreement
4f13.(2F*<5/2>).5d2.(3F),*,,1.5,60910.14,4f13.(2F*<5/2>).5d.6p.(3D*<2>),,,1.5,74991.36,7099.700,-1.72,0.019,,0.65,,0.037,
4f13.(2F*<5/2>).5d2.(3F),*,,1.5,60910.14,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,,0.5,74989.49,7100.643,-2.43,0.004,,0.26,,0.011,
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,,2.5,45012.79,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,,3.5,59090.13,7101.657,-1.89,0.013,,0.21,,0.081,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F4.5,3.5,47758.54,4f13.(2F*<7/2>).5d.6p.(3D*<2>),,2F3.5 3D3.0,3.5,61822.58,7108.373,-1.84,0.014,0.021,0.24,0.283,0.028,-0.076
4f13.(2F*<5/2>).5d.6s.(1D),1[5/2]*,2F2.5 1D2.5,2.5,47329.44,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,2.5,61374.49,7117.984,-2.05,0.009,0.012,0.19,0.161,0.011,0.079
,,,4.5,49917.00,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",,3.5,63957.80,7119.885,-3.75,0.000,,0.00,,0.003,
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,2.5,63417.03,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F2.5 3D3.0,3.5,77449.32,7124.457,-1.28,0.052,0.090,0.87,0.907,0.114,-0.019
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,2F3.5 3F4.5,4.5,49916.50,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,5.5,63944.18,7126.798,,,0.078,,0.872,,
,,,4.5,49917.00,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,5.5,63944.18,7126.798,-1.15,0.071,,0.76,,0.131,
4f14.7p,2P*,2F2.5 1G1.5,1.5,65594.10,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,1.5,79605.95,7134.849,-1.29,0.051,0.063,1.62,0.844,0.164,0.284
4f13.(2F*<5/2>).5d2.(3F),*,2F2.5 3F1.5,2.5,62163.92,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3D2.0,2.5,76170.25,7137.661,-1.39,0.041,0.117,0.92,1.566,0.051,-0.231
4f13.(2F*<7/2>).5d2.(1G),1[11/2]*,2F3.5 1G5.5,5.5,59753.84,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 1D2.0,4.5,73750.90,7142.389,-0.49,0.324,0.336,4.16,5.388,0.162,-0.112
4f14.7p,2P*,,1.5,65594.10,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,7146.499,-2.21,0.006,,0.13,,0.056,
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",,2.5,59259.24,7147.924,-1.91,0.012,,0.27,,0.028,
4f13.(2F*<7/2>).5d2.(3F),*,,1.5,45737.29,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",,1.5,59710.65,7154.503,-2.59,0.003,,0.09,,0.015,
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,2.5,57798.51,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,,1.5,71763.67,7158.704,-1.87,0.013,,0.44,,0.018,
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,3.5,57534.45,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F2.5 3F2.0,2.5,71468.70,7174.584,-1.59,0.026,0.014,0.56,0.247,0.026,0.352
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,3.5,55462.68,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,2F3.5 3P1.0,3.5,69395.20,7175.475,-0.36,0.437,0.592,7.03,7.838,0.319,-0.048
4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",,2.5,49498.04,4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,,2.5,63417.03,7182.449,-3.12,0.001,,0.02,,0.006,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,,4.5,60649.86,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",,4.5,74568.58,7182.589,-2.42,0.004,,0.05,,0.003,
4f13.(2F*<7/2>).5d2.(1D),1[9/2]*,,4.5,54640.82,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,4.5,68549.23,7187.913,-3.30,0.001,,0.01,,0.000,
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,48272.77,4f14.6d,2D,,1.5,62174.10,7191.574,-3.61,0.000,,0.01,,0.025,
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,3.5,64169.39,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F2.5 3D3.0,4.5,78070.19,7191.848,-2.46,0.003,0.143,0.04,1.508,0.003,-1.530
4f13.(2F*<5/2>).5d.6s.(1D),1[1/2]*,2F2.5 1D0.5,0.5,47228.96,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,0.5,61120.49,7196.648,-1.61,0.025,0.011,1.62,0.145,0.092,1.047
4f13.(2F*<5/2>).5d.6s.(3D),*,,1.5,44940.61,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",,2.5,58823.58,7201.085,-2.22,0.006,,0.13,,0.008,
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,4.5,56088.39,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,4.5,69957.49,7208.287,-0.23,0.589,0.445,7.54,5.838,0.338,0.111
4f13.(2F*<5/2>).5d2.(3P),3[3/2]*,,1.5,67789.60,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,81657.13,7209.102,-0.88,0.132,,2.85,,0.233,
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,,2.5,63417.03,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,1.5,77284.02,7209.383,-1.33,0.047,,1.50,,0.085,
4f13.(2F*<5/2>).5d2.(1G),1[5/2]*,2F2.5 3P3.5,2.5,65739.47,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,1.5,79605.95,7209.649,-1.49,0.032,0.057,1.04,1.121,0.061,-0.033
4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",,4.5,53720.71,,,,4.5,67585.00,7210.980,-3.44,0.000,,0.00,,0.004,
4f13.(2F*<5/2>).5d2.(3F),3[1/2]*,,1.5,59777.07,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,,0.5,73636.83,7213.144,-2.41,0.004,,0.25,,0.020,
4f13.(2F*<7/2>).5d2.(1D),1[3/2]*,,1.5,55221.46,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,2.5,69079.88,7213.841,-3.79,0.000,,0.00,,0.001,
4f13.(2F*<7/2>).5d2.(1G),1[7/2]*,2F3.5 1G3.5,3.5,57103.02,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,2.5,70954.27,7217.576,-0.79,0.162,0.089,3.40,1.553,0.141,0.340
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,2F2.5 3D2.5,3.5,44438.03,4f13.(2F*<5/2>).6s.6p.(3P*<0>),"(5/2,0)",2F2.5 3P0.0,2.5,58283.91,7220.375,-1.80,0.016,0.014,0.34,0.244,0.050,0.144
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F3.5,2.5,51248.86,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,3.5,65093.14,7221.210,-1.24,0.058,0.053,0.93,0.52,0.101,0.250
4f13.(2F*<5/2>).5d2.(1D),*,,3.5,64970.74,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,2.5,78814.86,7221.293,-2.91,0.001,,0.03,,0.001,
4f13.(2F*<5/2>).5d2.(1G),1[5/2]*,2F2.5 3P3.5,2.5,65739.47,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,2F2.5 3P0.0,2.5,79583.11,7221.543,-0.82,0.151,0.336,3.18,4.392,0.153,-0.140
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,2F3.5 3D3.5,3.5,35059.00,4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",2F3.5 3P1.0,3.5,48900.41,7222.707,-1.81,0.015,0.013,0.25,0.17,0.036,0.172
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",,2.5,59259.24,7228.969,-2.36,0.004,,0.09,,0.007,
4f13.(2F*<7/2>).5d2.(1G),1[1/2]*,,0.5,52067.87,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,1.5,65888.46,7233.587,-2.55,0.003,,0.09,,0.029,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F3.5,3.5,45273.02,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,2F3.5 1P1.0,3.5,59090.13,7235.410,-1.63,0.023,0.019,0.38,0.247,0.033,0.184
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,2F3.5 3F2.5,2.5,45012.79,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,2.5,58823.58,7238.721,-1.60,0.025,0.029,0.54,0.377,0.038,0.159
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,,1.5,63028.26,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,,2.5,76839.00,7238.747,-2.07,0.009,,0.19,,0.082,
,,,4.5,49917.00,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",,4.5,63726.83,7238.961,-1.25,0.056,,0.69,,0.083,
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,2F3.5 3F4.5,4.5,49916.50,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",2F3.5 3D1.0,4.5,63726.83,7238.962,,,0.061,,0.794,,
4f13.(2F*<7/2>).5d2.(1D),1[9/2]*,2F3.5 1D4.5,4.5,54640.82,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3F4.0,3.5,68450.11,7239.507,-2.44,0.004,0.036,0.06,0.585,0.003,-0.996
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D2.5,2.5,44497.51,4f13.(2F*<5/2>).6s.6p.(3P*<0>),"(5/2,0)",2F2.5 3P0.0,2.5,58283.91,7251.527,-1.14,0.072,0.028,1.52,0.363,0.180,0.621
4f13.(2F*<7/2>).5d2.(1D),1[7/2]*,,3.5,53644.89,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",,4.5,67416.03,7259.562,-2.34,0.005,,0.06,,0.005,
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,1.5,63028.26,4f13.(2F*<5/2>).5d.6p.(3D*<3>),,2F2.5 3D3.0,1.5,76799.07,7259.736,-1.03,0.093,0.145,2.98,1.876,0.147,0.200
4f13.(2F*<5/2>).5d2.(3P),3[3/2]*,2F2.5 3P1.5,2.5,67933.51,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,3.5,81692.92,7265.751,-0.57,0.269,0.390,4.35,3.777,0.298,0.061
4f13.(2F*<7/2>).5d2.(1G),1[7/2]*,2F3.5 1G3.5,3.5,57103.02,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,4.5,70858.18,7267.996,-2.20,0.006,0.035,0.08,0.361,0.045,-0.664
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,,4.5,45335.03,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,,3.5,59090.13,7268.028,-2.30,0.005,,0.08,,0.006,
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,3.5,57534.45,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F3.5 3P2.0,2.5,71270.01,7278.367,-1.14,0.072,0.119,1.54,2.042,0.080,-0.123
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,4.5,59046.89,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,3.5,72779.99,7279.671,-1.59,0.026,0.066,0.39,1.061,0.030,-0.433
4f13.(2F*<5/2>).5d2.(3P),3[3/2]*,,2.5,67933.51,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,81657.13,7284.700,-2.09,0.008,,0.18,,0.014,
4f13.(2F*<5/2>).5d2.(3P),3[3/2]*,,1.5,67789.60,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",,1.5,81512.62,7285.018,-1.59,0.026,,0.80,,0.086,
4f13.(2F*<5/2>).5d.6s.(1D),1[5/2]*,,2.5,47329.44,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",,3.5,61051.06,7285.762,-3.42,0.000,,0.01,,0.001,
4f13.(2F*<7/2>).5d2.(1G),1[9/2]*,2F3.5 1G4.5,4.5,58484.54,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F2.5 3F2.0,3.5,72202.03,7287.955,-2.02,0.010,0.012,0.15,0.193,0.012,-0.109
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,3.5,64169.39,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3F4.0,3.5,77882.04,7290.528,-1.16,0.069,0.058,1.10,0.744,0.059,0.169
4f13.(2F*<5/2>).5d2.(1D),1[9/2]*,2F2.5 1D4.5,4.5,64365.00,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F2.5 3D3.0,4.5,78070.19,7294.496,-1.69,0.020,0.115,0.26,1.473,0.020,-0.760
4f13.(2F*<5/2>).5d2.(1G),1[3/2]*,2P,1.5,64191.97,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F2.5 3D3.0,0.5,77887.30,7299.748,-2.35,0.004,0.018,0.29,0.461,0.044,-0.201
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,4.5,52880.75,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",2F3.5 3D3.0,5.5,66571.58,7302.147,-1.67,0.021,0.030,0.22,0.32,0.019,-0.155
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,3.5,57534.45,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,3.5,71222.36,7303.705,,,0.011,,0.141,,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,3.5,40035.82,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",,4.5,53720.71,7305.316,-3.92,0.000,,0.00,,0.032,
4f13.(2F*<7/2>).5d2.(3F),3[3/2]*,,0.5,46902.71,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",,1.5,60586.46,7305.925,-2.34,0.005,,0.14,,0.015,
,,,4.5,69681.00,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,3.5,83363.88,7306.625,0.01,1.023,,15.38,,0.390,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,3.5,40035.82,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",,3.5,53715.26,7308.227,-3.56,0.000,,0.00,,0.007,
4f13.(2F*<5/2>).5d2.(3F),*,2F2.5 3F2.5,2.5,59439.08,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F2.5 3F2.0,1.5,73116.71,7309.194,-0.86,0.138,0.071,4.30,1.359,0.184,0.500
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,4.5,52880.75,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,3.5,66558.00,7309.397,-3.11,0.001,,0.01,,0.001,
4f13.(2F*<5/2>).5d2.(1D),1[3/2]*,,1.5,66189.00,,,,0.5,79860.00,7312.493,-2.01,0.010,,0.63,,0.049,
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,2.5,57798.51,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F2.5 3F2.0,2.5,71468.70,7313.172,-1.20,0.063,0.092,1.35,1.173,0.054,0.059
4f13.(2F*<5/2>).5d2.(3P),3[7/2]*,2F2.5 3P3.5,3.5,66796.03,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3P1.0,3.5,80457.71,7317.728,-0.31,0.490,0.747,7.61,9.51,0.294,-0.097
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,,3.5,59090.13,7318.462,-2.70,0.002,,0.03,,0.003,
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,,6.5,59632.21,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,5.5,73291.95,7318.767,-2.54,0.003,,0.03,,0.003,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,2F2.5 3F3.5,3.5,59624.66,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,4.5,73283.35,7319.330,-2.49,0.003,0.011,0.04,0.112,0.010,-0.446
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,1.5,63028.26,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,7325.036,-1.42,0.038,0.025,0.80,0.212,0.083,0.574
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,3.5,52921.62,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,3.5,66558.00,7331.305,-0.91,0.123,0.201,1.94,2.549,0.118,-0.119
4f13.(2F*<7/2>).5d2.(3F),*,,1.5,50832.65,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,1.5,64461.08,7335.581,-3.35,0.000,,0.01,,0.001,
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,,4.5,45335.03,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",,5.5,58961.37,7336.706,-2.86,0.001,,0.01,,0.001,
,,,4.5,67585.00,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,4.5,81205.27,7339.777,-0.13,0.741,,9.27,,0.376,
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,3.5,55462.68,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,2F2.5 1P1.0,2.5,69079.88,7341.631,-1.69,0.020,0.032,0.43,0.54,0.039,-0.101
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F4.5,3.5,47758.54,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,2.5,61374.49,7342.305,-0.76,0.174,0.219,3.48,3.693,0.173,-0.025
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,1.5,58162.75,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 3F4.0,1.5,71763.67,7350.419,-1.23,0.059,0.025,1.83,0.315,0.080,0.765
4f13.(2F*<5/2>).5d2.(3F),3[5/2]*,2F2.5 3F2.5,3.5,62046.07,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,3.5,75640.06,7354.166,-1.44,0.036,0.041,0.54,0.517,0.068,0.017
4f13.(2F*<5/2>).5d.6s.(1D),1[3/2]*,,1.5,47005.46,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",,1.5,60586.46,7361.200,-3.47,0.000,,0.01,,0.001,
4f13.(2F*<5/2>).5d2.(3P),3[3/2]*,2F2.5 3P1.5,2.5,67933.51,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",2F2.5 3P2.0,1.5,81512.62,7362.225,-2.06,0.009,0.031,0.27,0.585,0.056,-0.340
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,3.5,64169.39,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F3.5 1P1.0,4.5,77747.40,7362.821,-1.04,0.091,0.113,1.13,1.137,0.077,-0.003
4f14.7p,2P*,,0.5,63706.25,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,1.5,77284.02,7362.951,-0.26,0.550,,16.73,,0.688,
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,4.5,59046.89,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,5.5,72615.74,7367.792,-1.08,0.083,0.076,0.83,0.795,0.383,0.018
4f13.(2F*<5/2>).5d.6s.(3D),3[1/2]*,,0.5,39378.89,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",,1.5,52938.01,7373.079,-2.34,0.005,,0.15,,0.019,
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,2F3.5 3F5.5,4.5,47663.52,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,4.5,61214.66,7377.421,-0.82,0.151,0.185,1.87,2.317,0.135,-0.093
,,,3.5,66078.00,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,7377.535,-0.80,0.158,,2.50,,0.069,
4f13.(2F*<7/2>).5d2.(3P),*,2F3.5 1G2.5,2.5,56056.91,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 1F3.0,2.5,69607.54,7377.698,-0.65,0.224,0.194,4.63,2.43,0.174,0.280
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F3.5,3.5,45273.02,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,2.5,58823.58,7377.737,-1.14,0.072,0.126,1.49,2.104,0.064,-0.151
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,3.5,49008.93,4f14.6d,2D,,2.5,62559.02,7377.992,-2.57,0.003,,0.05,,0.105,
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,48272.77,4f13.(2F*<7/2>).5d.6p.(3D*<2>),,,3.5,61822.58,7378.145,-3.04,0.001,,0.01,,0.003,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,2F2.5 3F3.5,2.5,58661.13,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F2.5 3F2.0,3.5,72202.03,7383.000,-1.65,0.022,0.039,0.35,0.366,0.081,-0.016
4f13.(2F*<7/2>).5d2.(1G),1[11/2]*,2F3.5 1G5.5,5.5,59753.84,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,5.5,73291.95,7384.521,-0.20,0.631,0.747,6.46,9.339,0.487,-0.160
4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",,2.5,49498.04,4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,,1.5,63028.26,7388.827,-3.88,0.000,,0.00,,0.003,
4f13.(2F*<7/2>).5d2.(1G),1[11/2]*,2F3.5 1G5.5,5.5,59753.84,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,4.5,73283.35,7389.215,-0.12,0.759,0.640,9.12,9.589,0.381,-0.022
4f13.(2F*<5/2>).5d2.(3P),3[3/2]*,2F2.5 3P1.5,1.5,67789.60,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,2.5,81312.65,7392.745,-1.13,0.074,0.158,1.53,1.314,0.116,0.066
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,1.5,45737.29,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",2F2.5 3P1.0,2.5,59259.24,7393.347,-1.94,0.011,0.050,0.24,0.416,0.032,-0.236
4f13.(2F*<5/2>).5d2.(1D),1[9/2]*,2F2.5 1D4.5,4.5,64365.00,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3F4.0,3.5,77882.04,7396.032,-1.84,0.014,0.029,0.22,0.452,0.019,-0.308
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,5.5,56621.15,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,6.5,70136.24,7397.099,-0.90,0.126,0.230,1.10,2.456,0.252,-0.349
4f13.(2F*<7/2>).5d2.(1D),1[9/2]*,2F3.5 1D4.5,4.5,54640.82,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3F4.0,5.5,68148.88,7400.949,-1.74,0.018,0.043,0.19,0.446,0.043,-0.371
,,,3.5,66078.00,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,7402.445,-1.81,0.015,,0.31,,0.046,
4f13.(2F*<5/2>).5d2.(3F),3[5/2]*,2F2.5 3F2.5,3.5,62046.07,4f13.(2F*<5/2>).5d.6p.(1D*<2>),"(5/2,2)",2F2.5 1D2.0,2.5,75550.94,7402.697,-1.32,0.048,0.073,0.96,1.211,0.060,-0.100
4f13.(2F*<7/2>).5d2.(1G),1[1/2]*,2F3.5 1G0.5,0.5,52067.87,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,0.5,65566.72,7405.999,-0.83,0.148,0.176,8.75,2.188,0.692,0.602
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,,1.5,63028.26,4f14.7d,2D,,1.5,76517.21,7411.434,-2.36,0.004,,0.14,,0.034,
4f13.(2F*<5/2>).5d2.(3F),*,2F3.5 1D2.5,2.5,53716.38,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",2F3.5 3D3.0,1.5,67204.97,7411.632,-1.48,0.033,0.035,1.00,0.652,0.034,0.185
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,3.5,55462.68,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,4.5,68943.65,7415.821,-2.81,0.002,,0.02,,0.006,
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,2F2.5 3F5.5,4.5,56480.77,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,4.5,69957.49,7418.160,-1.33,0.047,0.330,0.58,4.088,0.155,-0.847
4f13.(2F*<5/2>).5d2.(3F),*,2F2.5 3F1.5,2.5,62163.92,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,3.5,75640.06,7418.479,-1.56,0.028,0.023,0.43,0.214,0.090,0.302
