LConfiguration,LTerm,LTerm (atlas),LJ,LLevel,UConfiguration,UTerm,UTerm (atlas),UJ,ULevel,Wavelength,log gf (DREAM),gf (DREAM),gf (atlas),A DREAM,A atlas,CF,Disagreement
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,2F3.5 3F4.5,5.5,50468.05,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,5.5,63944.18,7418.485,-1.71,0.019,0.029,0.20,0.359,0.016,-0.256
4f13.(2F*<7/2>).5d2.(1G),1[3/2]*,,1.5,52987.76,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,0.5,66462.86,7419.052,-1.61,0.025,,1.49,,0.060,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,3.5,52921.62,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3D3.0,2.5,66395.72,7419.602,-1.06,0.087,0.067,1.77,1.106,0.068,0.203
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,2.5,57798.51,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F3.5 3P2.0,2.5,71270.01,7421.034,-1.70,0.020,0.072,0.41,0.891,0.018,-0.339
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,2F3.5 3D4.5,5.5,35831.68,4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",2F3.5 3P1.0,4.5,49301.16,7422.147,-1.66,0.022,0.020,0.26,0.297,0.021,-0.051
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,3.5,56500.64,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,,4.5,69957.49,7429.113,-2.84,0.001,,0.02,,0.004,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F4.5,3.5,47758.54,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,4.5,61214.66,7429.516,-1.55,0.028,0.037,0.34,0.366,0.041,-0.038
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D3.5,4.5,46169.78,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",2F2.5 3P1.0,3.5,59618.90,7433.383,-1.63,0.023,0.015,0.35,0.231,0.029,0.179
,,,3.5,68254.00,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,3.5,81692.92,7439.064,-2.05,0.009,,0.14,,0.017,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,2.5,53120.58,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,3.5,66558.00,7439.856,-0.95,0.112,0.195,1.66,1.801,0.201,-0.035
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,3.5,64169.39,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,2F2.5 3F4.0,2.5,77606.58,7439.983,-1.68,0.021,0.025,0.41,0.411,0.019,0.001
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,3.5,52921.62,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,2.5,66351.21,7444.193,-3.31,0.000,0.030,0.01,0.492,0.001,-1.704
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,2.5,57798.51,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,3.5,71222.36,7447.377,-0.72,0.191,0.252,2.88,2.323,0.150,0.093
4f13.(2F*<5/2>).5d2.(1G),*,,2.5,66205.87,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,7447.937,-2.21,0.006,,0.09,,0.010,
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,2.5,63417.03,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,2D,2.5,76839.00,7448.420,-2.02,0.010,0.018,0.19,0.221,0.058,-0.058
4f13.(2F*<5/2>).5d2.(1D),1[3/2]*,2F2.5 1D1.5,1.5,66189.00,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,1.5,79605.95,7451.207,-1.70,0.020,0.022,0.59,0.27,0.050,0.338
4f13.(2F*<5/2>).5d2.(1G),1[3/2]*,,1.5,64191.97,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,,2.5,77606.58,7452.506,-3.31,0.000,,0.01,,0.003,
4f13.(2F*<7/2>).5d2.(1G),1[3/2]*,,1.5,52987.76,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,2.5,66395.72,7456.202,-1.92,0.012,,0.23,,0.048,
,,,3.5,68254.00,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,81657.13,7458.928,-1.29,0.051,,1.04,,0.079,
4f13.(2F*<5/2>).5d2.(1G),*,,2.5,66205.87,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,1.5,79605.95,7460.587,-2.21,0.006,,0.18,,0.012,
4f13.(2F*<5/2>).5d2.(1D),1[3/2]*,,1.5,66189.00,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,7463.912,-2.53,0.003,,0.06,,0.016,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",,2.5,58823.58,7464.108,-1.51,0.031,,0.63,,0.030,
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,2F3.5 3F5.5,4.5,47663.52,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,3.5,61051.06,7467.576,-1.41,0.039,0.019,0.58,0.29,0.032,0.299
4f13.(2F*<5/2>).5d2.(3F),*,,2.5,62163.92,4f13.(2F*<5/2>).5d.6p.(1D*<2>),"(5/2,2)",,2.5,75550.94,7467.866,-1.70,0.020,,0.41,,0.025,
4f13.(2F*<7/2>).5d2.(3P),*,2F3.5 1G2.5,2.5,56056.91,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,1.5,69443.52,7468.094,-1.18,0.066,0.057,2.08,1.045,0.074,0.298
4f13.(2F*<5/2>).5d2.(1D),1[9/2]*,,4.5,64365.00,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,4.5,77747.40,7470.444,-1.44,0.036,,0.44,,0.037,
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,2.5,63417.03,4f13.(2F*<5/2>).5d.6p.(3D*<3>),,2F2.5 3D3.0,1.5,76799.07,7470.645,-1.75,0.018,0.018,0.51,0.33,0.029,0.191
4f13.(2F*<5/2>).5d2.(3P),3[3/2]*,2F2.5 3P1.5,2.5,67933.51,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,2.5,81312.65,7472.264,-1.31,0.049,0.110,1.00,1.343,0.062,-0.128
4f13.(2F*<5/2>).5d2.(1G),*,2F2.5 1G2.5,2.5,66205.87,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,2F2.5 3P0.0,2.5,79583.11,7473.325,-0.87,0.135,0.018,2.58,0.22,0.191,1.070
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,2F3.5 3F5.5,5.5,48503.82,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,6.5,61873.40,7477.607,-0.95,0.112,0.138,0.94,1.442,0.614,-0.185
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,3.5,40035.82,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",,2.5,53404.96,7477.853,-2.52,0.003,,0.06,,0.016,
4f13.(2F*<7/2>).5d2.(1G),1[3/2]*,2F3.5 1G1.5,1.5,52987.76,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,2.5,66351.21,7481.037,-2.02,0.010,0.021,0.19,0.171,0.036,0.034
4f13.(2F*<5/2>).5d2.(3F),*,2F2.5 3F1.5,1.5,60910.14,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,2.5,74270.48,7482.779,-1.88,0.013,0.013,0.28,0.106,0.055,0.414
4f13.(2F*<5/2>).5d.6s.(1D),1[1/2]*,,0.5,47228.96,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",,1.5,60586.46,7484.370,-2.36,0.004,,0.13,,0.016,
4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,,1.5,48024.70,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,,2.5,61374.49,7488.692,-3.84,0.000,,0.00,,0.001,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F3.5,2.5,51248.86,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",2F3.5 3D1.0,3.5,64598.28,7488.900,-2.77,0.002,0.020,0.03,0.182,0.003,-0.860
4f13.(2F*<5/2>).5d.6s.(3D),*,,1.5,44940.61,4f13.(2F*<5/2>).6s.6p.(3P*<0>),"(5/2,0)",,2.5,58283.91,7492.335,-2.25,0.006,,0.11,,0.033,
4f13.(2F*<5/2>).5d2.(3F),*,,2.5,59439.08,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,3.5,72779.99,7493.677,-3.07,0.001,,0.01,,0.001,
4f13.(2F*<5/2>).5d2.(3F),3[1/2]*,2F2.5 3F0.5,1.5,59777.07,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F2.5 3F2.0,1.5,73116.71,7494.390,-1.74,0.018,0.018,0.56,0.218,0.081,0.408
4f13.(2F*<7/2>).5d2.(3P),*,2F3.5 1G2.5,2.5,56056.91,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,2F3.5 3P1.0,3.5,69395.20,7495.149,-2.08,0.008,0.020,0.13,0.182,0.017,-0.159
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,5.5,56621.15,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,4.5,69957.49,7496.245,-0.95,0.112,0.146,1.35,2.125,0.134,-0.197
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,3.5,44438.03,4f13.(2F*<7/2>).6s.6p.(1P*<1>),"(7/2,1)",,4.5,57765.32,7501.335,-2.69,0.002,,0.02,,0.013,
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,3.5,57534.45,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,4.5,70858.18,7503.340,-2.59,0.003,0.019,0.03,0.184,0.029,-0.799
4f13.(2F*<5/2>).5d2.(1D),1[1/2]*,2F2.5 1D0.5,0.5,65149.31,4f13.(2F*<5/2>).5d.6p.(1F*<3>),,2F2.5 1F3.0,1.5,78464.76,7508.005,-2.09,0.008,0.032,0.24,0.193,0.039,0.086
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,2.5,57798.51,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,1.5,71113.84,7508.073,-1.35,0.045,0.082,1.36,1.487,0.053,-0.040
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,4.5,56088.39,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,2F3.5 3P1.0,3.5,69395.20,7512.880,-1.16,0.069,0.052,1.03,0.785,0.068,0.117
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,1.5,58162.75,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F2.5 3F2.0,2.5,71468.70,7513.366,-1.81,0.015,0.028,0.31,0.225,0.020,0.139
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,1.5,43075.09,4f13.(2F*<7/2>).5d.6p.(1P*<1>),,,2.5,56375.91,7516.264,-3.11,0.001,,0.02,,0.002,
4f13.(2F*<7/2>).5d2.(1D),1[9/2]*,2F3.5 1D4.5,4.5,54640.82,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,2F2.5 1P1.0,3.5,67938.68,7517.937,-2.26,0.005,0.015,0.08,0.226,0.007,-0.432
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,3.5,55462.68,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,2F3.5 3P0.0,3.5,68756.04,7520.482,-1.33,0.047,0.101,0.67,1.217,0.119,-0.258
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F4.5,3.5,47758.54,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,3.5,61051.06,7520.957,-2.19,0.006,0.012,0.09,0.145,0.007,-0.202
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,3.5,64169.39,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F2.5 3D3.0,3.5,77449.32,7528.087,-1.05,0.089,0.170,1.35,2.045,0.083,-0.180
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,2.5,53120.58,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,2.5,66395.72,7530.803,-1.47,0.034,,0.65,,0.057,
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,,2.5,45012.79,4f13.(2F*<5/2>).6s.6p.(3P*<0>),"(5/2,0)",,2.5,58283.91,7533.085,-2.83,0.001,,0.03,,0.022,
4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",,1.5,52938.01,4f13.(2F*<5/2>).5d2.(1G),*,,2.5,66205.87,7534.936,-3.50,0.000,,0.01,,0.003,
4f13.(2F*<5/2>).5d.6s.(1D),1[7/2]*,,3.5,48556.57,4f13.(2F*<7/2>).5d.6p.(3D*<2>),,,3.5,61822.58,7535.986,-3.62,0.000,,0.00,,0.002,
4f13.(2F*<7/2>).5d2.(3F),3[7/2]*,,4.5,46354.55,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",,3.5,59618.90,7536.929,-2.62,0.002,,0.03,,0.059,
4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",,3.5,48900.41,4f13.(2F*<5/2>).5d2.(3F),*,,2.5,62163.92,7537.407,-2.56,0.003,,0.05,,0.068,
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,2.5,63417.03,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,7539.812,-1.52,0.030,0.020,0.59,0.24,0.039,0.387
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,5.5,50468.05,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",,4.5,63726.83,7540.096,-3.06,0.001,,0.01,,0.001,
4f13.(2F*<5/2>).5d.6s.(1D),1[5/2]*,2F2.5 1D2.5,2.5,47329.44,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,1.5,60586.46,7541.097,-1.26,0.055,0.062,1.62,1.115,0.122,0.162
,,,4.5,49917.00,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",,4.5,63163.79,7546.636,-3.63,0.000,,0.00,,0.003,
4f13.(2F*<7/2>).5d2.(1G),1[13/2]*,2F3.5 1G6.5,6.5,57561.62,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,5.5,70793.96,7555.162,-0.54,0.288,0.308,2.79,4.292,0.598,-0.187
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,"2F3.5 3P3,5",2.5,53120.58,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,2.5,66351.21,7556.139,-1.12,0.076,0.203,1.44,2.424,0.141,-0.228
4f13.(2F*<7/2>).5d2.(1D),1[11/2]*,,5.5,54192.51,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",,4.5,67416.03,7560.201,-2.62,0.002,,0.03,,0.002,
4f13.(2F*<7/2>).5d2.(3F),*,,1.5,50832.65,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",,2.5,64055.82,7560.401,-3.44,0.000,,0.01,,0.002,
4f14.7p,2P*,,1.5,65594.10,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,2.5,78814.86,7561.780,-1.83,0.015,,0.28,,0.038,
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,51248.86,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,1.5,64461.08,7566.667,-2.19,0.006,,0.19,,0.011,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,4.5,52880.75,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,5.5,66082.25,7572.812,-1.57,0.027,0.046,0.26,0.456,0.090,-0.248
4f13.(2F*<5/2>).5d2.(3F),*,2F2.5 3F2.5,1.5,56840.04,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,0.5,70029.04,7579.989,-0.79,0.162,0.182,9.50,4.319,0.395,0.342
4f14.5d,2D,,2.5,24332.69,4f13.(2F*<7/2>).5d.6s.(1D),1[7/2]*,,3.5,37516.59,7582.921,-3.66,0.000,,0.00,,0.018,
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,2.5,57798.51,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,2.5,70954.27,7599.141,-1.16,0.069,0.080,1.30,0.944,0.055,0.139
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,,3.5,59624.66,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,3.5,72779.99,7599.389,-2.51,0.003,,0.05,,0.005,
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,,4.5,59046.89,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,3.5,72202.03,7599.499,-2.33,0.005,,0.07,,0.009,
4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",,3.5,48900.41,4f13.(2F*<5/2>).5d2.(3F),3[5/2]*,,3.5,62046.07,7604.980,-3.87,0.000,,0.00,,0.001,
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,2F2.5 3P2.5,1.5,63028.26,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3D2.0,2.5,76170.25,7607.104,-1.45,0.035,0.094,0.69,0.738,0.090,-0.027
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,2F3.5 3F5.5,6.5,49727.19,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,5.5,62861.27,7611.685,-2.01,0.010,0.015,0.09,0.206,0.016,-0.352
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,5.5,61442.82,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",2F2.5 3D2.0,4.5,74568.58,7616.510,-1.80,0.016,0.013,0.18,0.183,0.026,-0.002
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,1.5,58162.75,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F3.5 3P2.0,2.5,71270.01,7627.260,-0.88,0.132,0.172,2.60,1.344,0.139,0.287
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,3.5,56500.64,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 1F3.0,2.5,69607.54,7627.469,-0.84,0.145,0.166,2.75,2.594,0.224,0.025
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,2F2.5 3F3.5,2.5,58661.13,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 3F4.0,1.5,71763.67,7630.008,-1.38,0.042,0.036,1.23,0.632,0.106,0.290
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,2.5,48272.77,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,2.5,61374.49,7630.485,-1.93,0.012,0.015,0.23,0.176,0.014,0.110
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,2F2.5 3F3.5,4.5,60649.86,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 1D2.0,4.5,73750.90,7630.881,-1.52,0.030,0.055,0.34,0.644,0.034,-0.276
4f13.(2F*<5/2>).5d2.(3P),3[5/2]*,,2.5,63417.03,4f14.7d,2D,,1.5,76517.21,7631.382,-1.98,0.010,,0.30,,0.045,
4f13.(2F*<5/2>).5d2.(1D),*,2F2.5 1D3.5,3.5,64970.74,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F2.5 303.0,4.5,78070.19,7631.807,-1.52,0.030,0.086,0.33,0.805,0.023,-0.383
4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,2F3.5 3F0.5,1.5,48024.70,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,0.5,61120.49,7633.940,-1.11,0.078,0.090,4.51,2.106,0.242,0.331
,,,4.5,67585.00,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,5.5,80679.18,7634.663,-1.01,0.098,,0.92,,0.209,
4f14.7p,2P*,2P,0.5,63706.25,4f13.(2F*<5/2>).5d.6p.(3D*<3>),,2F2.5 3D3.0,1.5,76799.07,7635.672,,,0.011,,0.064,,
4f13.(2F*<5/2>).5d2.(1G),1[3/2]*,,1.5,64191.97,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,1.5,77284.02,7636.121,-1.45,0.035,,1.08,,0.082,
4f13.(2F*<5/2>).5d2.(3F),3[3/2]*,2F2.5 3F1.5,0.5,58672.53,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 3F4.0,1.5,71763.67,7636.652,-1.58,0.026,0.036,0.72,0.21,0.120,0.537
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,3.5,55462.68,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,4.5,68549.23,7639.330,-2.82,0.002,,0.02,,0.005,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,1.5,45737.29,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,2.5,58823.58,7639.482,-1.78,0.017,0.035,0.33,0.273,0.029,0.087
4f13.(2F*<5/2>).5d2.(1D),1[9/2]*,2F2.5 1D4.5,4.5,64365.00,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F2.5 3D3.0,3.5,77449.32,7640.633,-1.82,0.015,0.014,0.22,0.204,0.016,0.035
4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",,3.5,53715.26,4f13.(2F*<5/2>).5d2.(3P),3[7/2]*,,3.5,66796.03,7642.706,-3.45,0.000,,0.01,,0.003,
4f13.(2F*<5/2>).5d2.(1G),1[5/2]*,2F2.5 3P3.5,2.5,65739.47,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F2.5 3P1.0,2.5,78814.86,7645.851,-1.08,0.083,0.040,1.60,0.466,0.093,0.536
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,4.5,52880.75,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,4.5,65950.95,7648.887,-2.28,0.005,,0.06,,0.008,
,,,3.5,68254.00,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,7655.693,-0.84,0.145,,2.77,,0.115,
4f13.(2F*<5/2>).5d2.(3F),3[1/2]*,,0.5,56977.71,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,0.5,70029.04,7659.946,-3.13,0.001,,0.04,,0.022,
,,,3.5,66078.00,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,4.5,79126.83,7661.284,-2.31,0.005,,0.06,,0.014,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,3.5,52921.62,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,4.5,65950.95,7672.880,-3.06,0.001,,0.01,,0.001,
4f13.(2F*<7/2>).5d2.(3P),*,2F3.5 1G2.5,2.5,56056.91,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,2F2.5 1P1.0,2.5,69079.88,7676.627,-1.75,0.018,0.162,0.35,1.874,0.027,-0.731
4f13.(2F*<5/2>).5d2.(3F),3[5/2]*,,3.5,62046.07,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,2.5,75058.11,7683.075,-2.15,0.007,,0.13,,0.022,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F3.5,3.5,45273.02,4f13.(2F*<5/2>).6s.6p.(3P*<0>),"(5/2,0)",2F2.5 3P0.0,2.5,58283.91,7683.754,-2.56,0.003,0.012,0.05,0.185,0.010,-0.560
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,3.5,55462.68,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,3.5,68450.11,7697.634,-1.92,0.012,,0.17,,0.017,
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,,6.5,59632.21,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,5.5,72615.74,7699.946,-2.59,0.003,,0.02,,0.003,
,,,3.5,68254.00,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,4.5,81205.27,7719.168,-1.92,0.012,,0.14,,0.034,
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,1.5,58162.75,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,1.5,71113.84,7719.233,-1.02,0.095,0.208,2.68,2.38,0.107,0.051
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,2F3.5 3F6.5,7.5,48923.30,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,6.5,61873.40,7719.824,-1.49,0.032,0.030,0.26,0.392,0.062,-0.174
,,,4.5,49917.00,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,,5.5,62861.27,7723.002,-3.22,0.001,,0.01,,0.001,
4f13.(2F*<7/2>).5d2.(1D),1[3/2]*,2F3.5 1D1.5,1.5,55221.46,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,2F2.5 1P1.0,1.5,68150.57,7732.356,-1.75,0.018,0.040,0.51,0.456,0.025,0.046
4f13.(2F*<5/2>).5d2.(3F),3[5/2]*,,3.5,62046.07,4f13.(2F*<5/2>).5d.6p.(3F*<3>),,,3.5,74973.41,7733.415,-3.43,0.000,,0.01,,0.000,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,4.5,46169.78,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,,3.5,59090.13,7737.599,-2.26,0.005,,0.08,,0.005,
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,2F2.5 3F5.5,4.5,56480.77,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,2F3.5 3P1.0,3.5,69395.20,7741.146,-1.85,0.014,0.057,0.20,0.811,0.030,-0.608
